If you obey all of the rules, you miss all of the fun.|Katharine Hepburn
Dwell on the beauty of life. Watch the stars, and see yourself running with them.|Marcus Aurelius
If no one in the entire world cared about you, did you really exist at all?|Cassandra Clare
How vain it is to sit down to write when you have not stood up to live.|Henry David Thoreau
History will be kind to me for I intend to write it.|Winston S. Churchill
Hate the sin, love the sinner.|Mahatma Gandhi
Judge a man by his questions rather than by his answers.|Voltaire
I lived in books more than I lived anywhere else.|Neil Gaiman
Holey? You have the the whole world of ear-related humor before you, you go for holey?|J.K. Rowling
Sanity and happiness are an impossible combination.|Mark Twain
The reason it hurts so much to separate is because our souls are connected.|Nicholas Sparks
You are imperfect, permanently and inevitably flawed. And you are beautiful.|Amy Bloom
Great spirits have always encountered violent opposition from mediocre minds.|Albert Einstein
He's a wallflower. You see things. You keep quiet about them. And you understand.|Stephen Chbosky
The silence depressed me. It wasn't the silence of silence. It was my own silence.|Sylvia Plath
Many people lose the small joys in the hope for the big happiness.|Pearl S. Buck
Usually I'm remarkably good natured. Try me on a day that doesn't end in y.|Cassandra Clare
And so it goes...|Kurt Vonnegut
Nowadays people know the price of everything and the value of nothing.|Oscar Wilde
I dream my painting and I paint my dream.|Vincent Willem van Gogh
Forever is composed of nows.|Emily Dickinson
This is your life and its ending one moment at a time.|Chuck Palahniuk
Start each day with a positive thought and a grateful heart.|Roy T. Bennett
Never close your lips to those whom you have already opened your heart.|Charles Dickens
One love, one heart, one destiny.|Robert Marley
The greater the love, the greater the tragedy when it's over.|Nicholas Sparks
I will not let anyone walk through my mind with their dirty feet.|mahatma gandhi
What you do, the way you think, makes you beautiful.|Scott Westerfeld
I, myself, am made entirely of flaws, stitched together with good intentions.|Augusten Burroughs
Reality is that which, when you stop believing in it, doesn't go away.|Philip K. Dick
We have to continually be jumping off cliffs and developing our wings on the way down.|Kurt Vonnegut
Do your thing and don't care if they like it.|Tina Fey
Why are women... so much more interesting to men than men are to women?|Virginia Woolf
I do things like get in a taxi and say, The library, and step on it.|David Foster Wallace
A book must be the axe for the frozen sea within us.|Franz Kafka
Solitude is fine but you need someone to tell that solitude is fine.|HonorÃ© de Balzac
If you're lonely when you're alone, you're in bad company.|Jean-Paul Sartre
Today a reader, tomorrow a leader.|Margaret Fuller
One cannot think well, love well, sleep well, if one has not dined well.|Virginia Woolf
But a mermaid has no tears, and therefore she suffers so much more.|Hans Christian Andersen
Follow your heart, listen to your inner voice, stop caring about what others think.|Roy T. Bennett
Fighting for peace is like screwing for virginity.|George Carlin
Have enough courage to trust love one more time and always one more time.|Maya Angelou
I wantTo do with you what spring does with the cherry trees.|Pablo Neruda
You is kind. You is smart. You is important.|Kathryn Stockett
If you are irritated by every rub, how will your mirror be polished?|Rumi
After silence, that which comes nearest to expressing the inexpressible is music.|Aldous Huxley
Don't be satisfied with stories, how things have gone with others. Unfold your own myth.|Rumi
You don't remember what happened. What you remember becomes what happened.|John Green
The world was hers for the reading.|Betty Smith
The first draft of anything is shit.|Ernest Hemingway
As if you were on fire from within.The moon lives in the lining of your skin.|Pablo Neruda
The measure of intelligence is the ability to change.|Albert Einstein
I'm quite illiterate, but I read a lot. |J.D. Salinger
We waste time looking for the perfect lover, instead of creating the perfect love.|Tom Robbins
Time is a drug. Too much of it kills you.|Terry Pratchett
Maybe everâ€™body in the whole damn world is scared of each other.|John Steinbeck
If a book about failures doesn't sell, is it a success?|Jerry Seinfeld
You were born with wings, why prefer to crawl through life?|Rumi
Wherever you go becomes a part of you somehow.|Anita Desai
When you do things from your soul, you feel a river moving in you, a joy.|Rumi
How did it get so late so soon?|Dr. Seuss
I can resist anything except temptation.|Oscar Wilde
Atticus told me to delete the adjectives and I'd have the facts.|Harper Lee
Life shrinks or expands in proportion to one's courage.|Anais Nin
Even death has a heart.|Markus Zusak
You speak an infinite deal of nothing.|William Shakespeare
A cynic is a man who knows the price of everything, and the value of nothing.|Oscar Wilde
Gravitation is not responsible for people falling in love.|Albert Einstein
But in the end one needs more courage to live than to kill himself.|Albert Camus
The moment you doubt whether you can fly, you cease for ever to be able to do it.|J. M. Barrie
Say 'provoking' again. Your mouth looks provocative when you do.|Becca Fitzpatrick
There are three types of lies -- lies, damn lies, and statistics.|Benjamin Disraeli
Words are easy, like the wind; Faithful friends are hard to find.|William Shakespeare
I dream. Sometimes I think that's the only right thing to do.|Haruki Murakami
I could easily forgive his pride, if he had not mortified mine.|Jane Austen
You will do foolish things, but do them with enthusiasm.|Colette
People say that life is the thing, but I prefer reading.|Logan Pearsall Smith
Never be afraid to trust an unknown future to a known God.|Corrie ten Boom
I love you like a fat kid loves cake!|Scott Adams
Tonight I can write the saddest linesI loved her, and sometimes she loved me too.|Pablo Neruda
I will have you without armor, Kaz Brekker. Or I will not have you at all.|Leigh Bardugo
You might be poor, your shoes might be broken, but your mind is a palace.|Frank McCourt
It is not that I'm so smart. But I stay with the questions much longer.|Albert Einstein
I am a cage, in search of a bird.|Franz Kafka
To say goodbye is to die a little.|Raymond Chandler
Don't feel bad, I'm usually about to die.|Rick Riordan
The best books... are those that tell you what you know already.|George Orwell
There are years that ask questions and years that answer.|Zora Neale Hurston
When I discover who I am, Iâ€™ll be free.|Ralph Ellison
You here to finish me off, Sweetheart?|Suzanne Collins
Look after my heart - I've left it with you.|Stephenie Meyer
If you ever find yourself in the wrong story, leave.|Mo Willems
I can shake off everything as I write; my sorrows disappear, my courage is reborn.|Anne Frank
Success is getting what you want, happiness is wanting what you get|W. P. Kinsella
If you do not tell the truth about yourself you cannot tell it about other people.|Virginia Woolf
When we are tired, we are attacked by ideas we conquered long ago.|Friedrich Nietzsche
Be brave to stand for what you believe in even if you stand alone.|Roy T. Bennett
If I got rid of my demons, Iâ€™d lose my angels.|Tennessee Williams
Don't feel sorry for yourself. Only assholes do that.|Haruki Murakami
How do you spell 'love'? - PigletYou don't spell it...you feel it. - Pooh|A.A. Milne
I wasn't actually in love, but I felt a sort of tender curiosity.|F. Scott Fitzgerald
â€ŽLife is a shipwreck, but we must not forget to sing in the lifeboats.|Voltaire
Happiness [is] only real when shared|Jon Krakauer
That it will never come again is what makes life so sweet.|Emily Dickinson
No woman really wants a man to carry her off; she only wants him to want to do it.|Elizabeth Peters
Every great love starts with a great story...|Nicholas Sparks
Time is an illusion. Lunchtime doubly so.|Douglas Adams
There is no mistaking a real book when one meets it. It is like falling in love.|Christopher Morley
The past has no power over the present moment.|Eckhart Tolle
Every man I meet wants to protect me. I can't figure out what from.|Mae West
You never know what worse luck your bad luck has saved you from.|Cormac McCarthy
Don't waste your time with explanations: people only hear what they want to hear.|Paulo Coelho
I'm not young enough to know everything.|J.M. Barrie
you can, you should, and if youâ€™re brave enough to start, you will.|Stephen King
Biology gives you a brain. Life turns it into a mind.|Jeffrey Eugenides
The heart is an arrow. It demands aim to land true.|Leigh Bardugo
Literature is the most agreeable way of ignoring life.|Fernando Pessoa
Though she be but little, she is fierce!|William Shakespeare
Remember to always be yourself. Unless you suck.|Joss Whedon
When it is dark enough, you can see the stars.|Ralph Waldo Emerson
I regret that it takes a life to learn how to live.|Jonathan Safran Foer
All great and precious things are lonely.|John Steinbeck
I cannot believe in a God who wants to be praised all the time.|Friedrich Nietzsche
I've got nothing to do today but smile.|Simon and Garfunkel
A ship is safe in harbor, but that's not what ships are for.|John A. Shedd
If you don't know, the thing to do is not to get scared, but to learn.|Ayn Rand
She read books as one would breathe air, to fill up and live.|Annie Dillard
Failure is the condiment that gives success its flavor.|Truman Capote
Clothes make the man. Naked people have little or no influence on society.|Mark Twain
It is my belief... that the truth is generally preferable to lies.|J.K. Rowling
I cannot sleep unless I am surrounded by books.|Jorge Luis Borges
Dogs never bite me. Just humans.|Marilyn Monroe
Rivers know this: there is no hurry. We shall get there some day.|A.A. Milne
I'm so glad I live in a world where there are Octobers.|L. M. Montgomery
The most common way people give up their power is by thinking they don't have any.|Alice Walker
All the secrets of the world are contained in books. Read at your own risk.|Lemony Snicket
Better to be strong than pretty and useless.|Lilith Saintcrow
I realize only one person will be damaged beyond repair if Peeta dies. Me.|Suzanne Collins
You can't depend on your eyes when your imagination is out of focus.|Mark Twain
A writer is someone for whom writing is more difficult than it is for other people.|Thomas Mann
People can lose their lives in libraries. They ought to be warned.|Saul Bellow
Children must be taught how to think, not what to think.|Margaret Mead
There is no exquisite beautyâ€¦ without some strangeness in the proportion.|Edgar Allan Poe
Of all the trees we could've hit, we had to get one that hits back.|J.K. Rowling
Everyone is a moon, and has a dark side which he never shows to anybody.|Mark Twain
I think there's just one kind of folks. Folks.|Harper Lee
Maybe everyone can live beyond what they're capable of.|Markus Zusak
Do not fear failure but rather fear not trying.|Roy T. Bennett
Never lose hope. Storms make people stronger and never last forever.|Roy T. Bennett
I shut my eyes and all the world drops dead; I lift my eyes and all is born again.|Sylvia Plath
The capacity for friendship is God's way of apologizing for our families.|Jay McInerney
I'm tough, I'm ambitious, and I know exactly what I want. If that makes me a bitch, okay.|Madonna
You realize that our mistrust of the future makes it hard to give up the past.|Chuck Palahniuk
The clearest way into the Universe is through a forest wilderness.|John Muir
Have no fear of perfection - you'll never reach it.|Salvador Dali
You wanna fly, you got to give up the shit that weighs you down.|Toni Morrison
Even if you are on the right track, youâ€™ll get run over if you just sit there.|Will Rogers
Don't Gain The World & Lose Your Soul, Wisdom Is Better Than Silver Or Gold.|Bob Marley
When people don't express themselves, they die one piece at a time.|Laurie Halse Anderson
A good traveler has no fixed plans and is not intent on arriving.|Lao Tzu
It's amazing how a little tomorrow can make up for a whole lot of yesterday.|John Guare
Great minds are always feared by lesser minds.|Dan Brown
Three may keep a secret, if two of them are dead.|Benjamin Franklin
love the life you live.live the life you love.|Bob Marley
Music expresses that which cannot be said and on which it is impossible to be silent.|Victor Hugo
Knowledge speaks, but wisdom listens|Jimi Hendrix
Every now and then I like to do as I'm told, just to confuse people.|Tamora Pierce
You endure what is unbearable, and you bear it. That is all.|Cassandra Clare
You can cut all the flowers but you cannot keep Spring from coming.|Pablo Neruda
Yesterday is gone. Tomorrow has not yet come. We have only today. Let us begin.|Mother Theresa
Science and religion are not at odds. Science is simply too young to understand.|Dan Brown
My Best Friend is a person who will give me a book I have not read.|Abraham Lincoln
Success is stumbling from failure to failure with no loss of enthusiasm.|Winston S. Churchill
Beauty is only skin deep, but ugly goes clean to the bone.|Dorothy Parker
Ah! There is nothing like staying at home, for real comfort.|Jane Austen
Would it save you a lot of time if I just gave up and went mad now?|Douglas Adams
Don't be so humble - you are not that great.|Golda Meir
A woman without a man is like a fish without a bicycle.|Irina Dunn
My imagination functions much better when I don't have to speak to people.|Patricia Highsmith
Winter is coming.|George R.R. Martin
There are books of which the backs and covers are by far the best parts.|Charles Dickens
A truth that's told with bad intentBeats all the lies you can invent.|William Blake
Today was good. Today was fun. Tomorrow is another one.|Dr. Seuss
I am constantly torn between killing myself and killing everyone around me.|David Levithan
The only way to get rid of temptation is to yield to it.|Oscar Wilde
Yes, frosting. The final defense of the dying.|Suzanne Collins
May the forces of evil become confused on the way to your house.|George Carlin
Promise me you'll never forget me because if I thought you would, I'd never leave.|A.A. Milne
The worst part of success is trying to find someone who is happy for you.|Bette Midler
A good book is an event in my life.|Stendhal
being alone never felt right. sometimes it felt good, but it never felt right.|Charles Bukowski
It is easier to forgive an enemy than to forgive a friend.|William Blake
I cannot teach anybody anything. I can only make them think|Socrates
It's like Tolstoy said. Happiness is an allegory, unhappiness a story.|Haruki Murakami
Appear weak when you are strong, and strong when you are weak.|Sun Tzu
A dream you dream alone is only a dream. A dream you dream together is reality.|John Lennon
The library is inhabited by spirits that come out of the pages at night.|Isabel Allende
For whatever we lose (like a you or a me),It's always our self we find in the sea.|e.e. cummings
Love is the absence of judgment.|Dalai Lama XIV
One thing you can't hide - is when you're crippled inside.|John Lennon
Wisdom comes from experience. Experience is often a result of lack of wisdom.|Terry Pratchett
There is greatness in doing something you hate for the sake of someone you love.|Shmuley Boteach
Keep in mind that people change, but the past doesn't.|Becca Fitzpatrick
let me live, love, and say it well in good sentences|Sylvia Plath
I suppose a fire that burns that bright is not meant to last.|Veronica Roth
Always do what is right. It will gratify half of mankind and astound the other.|Mark Twain
You have to know what you stand for, not just what you stand against.|Laurie Halse Anderson
Who in the world am I? Ah, that's the great puzzle.|Lewis Carroll 
There was another life that I might have had, but I am having this one.|Kazuo Ishiguro
But he who dares not grasp the thorn Should never crave the rose.|Anne Bronte
Art enables us to find ourselves and lose ourselves at the same time.|Thomas Merton 
To love oneself is the beginning of a lifelong romance.|Oscar Wilde
Respect was invented to cover the empty place where love should be.|Leo Tolstoy
In a time of destruction, create something.|Maxine Hong Kingston
It is absurd to divide people into good and bad. People are either charming or tedious.|Oscar Wilde
In the beginning there was nothing, which exploded.|Terry Pratchett
It does not matter how slowly you go as long as you do not stop.|Confucius
A girl should be two things: who and what she wants.|Coco Chanel
Compassion is the basis of morality.|Arthur Schopenhauer
Everything has beauty, but not everyone sees it.|Confucious
I am too fond of reading books to care to write them.|Oscar Wilde
A half-read book is a half-finished love affair.|David Mitchell
Tell me and I forget, teach me and I may remember, involve me and I learn.|Benjamin Franklin
You can have it all. Just not all at once.|Oprah Winfrey
When the heart speaks, the mind finds it indecent to object.|Milan Kundera
I like good strong words that mean somethingâ€¦|Louisa May Alcott
A book lying idle on a shelf is wasted ammunition.|Henry Miller
What's the good of living if you don't try a few things?|Charles M. Schulz
The happiness of your life depends upon the quality of your thoughts.|Marcus Aurelius
All alone! Whether you like it or not, alone is something you'll be quite a lot!|Dr. Seuss
Learn to value yourself, which means: fight for your happiness.|Ayn Rand
The ships hung in the sky in much the same way that bricks don't.|Douglas Adams
Never underestimate the power of stupid people in large groups.|George Carlin
Lack of direction, not lack of time, is the problem. We all have twenty-four hour days.|Zig Ziglar
Courage is resistance to fear, mastery of fear - not absence of fear.|Mark Twain
Honestly, if you were any slower, youâ€™d be going backward.|J.K. Rowling
Quotation is a serviceable substitute for wit.|Oscar Wilde
Believe nothing you hear, and only one half that you see.|Edgar Allan Poe
Only the dead have seen the end of war.|Plato
A snowball in the face is surely the perfect beginning to a lasting friendship.|Markus Zusak
I'm oxygen and he's dying to breathe.|Tahereh Mafi
The world is full of magic things, patiently waiting for our senses to grow sharper.|W.B. Yeats
Never interrupt your enemy when he is making a mistake.|Napoleon Bonaparte
God can't give us peace and happiness apart from Himself because there is no such thing.|C.S. Lewis
Go on with what your heart tells you, or you will lose all.|Rick Riordan
Nitwit! Blubber! Oddment! Tweak!|J.K. Rowling
Let our scars fall in love.|Galway Kinnell
If there's a single lesson that life teaches us, it's that wishing doesn't make it so.|Lev Grossman
A lot of you cared, just not enough.|Jay Asher
If you want to know what God thinks of money, just look at the people he gave it to.|Dorothy Parker
I am not afraid of storms, for I am learning how to sail my ship.|Louisa May Alcott
Only those who will risk going too far can possibly find out how far one can go.|T.S. Eliot
Fill your paper with the breathings of your heart.|William Wordsworth
Our mothers always remain the strangest, craziest people we've ever met.|Marguerite Duras
Illegal aliens have always been a problem in the United States. Ask any Indian.|Robert Orben
From there to here, from here to there, funny things are everywhere!|Dr. Seuss
She refused to be bored chiefly because she wasn't boring.|Zelda Fitzgerald
Kindness is a language which the deaf can hear and the blind can see.|Mark Twain
My library is an archive of longings.|Susan Sontag
Older men declare war. But it is youth that must fight and die.|Herbert Hoover
Just because you're paranoid doesn't mean they aren't after you.|Joseph Heller
I am glad you are here with me. Here at the end of all things, Sam.|J.R.R. Tolkien
Happiness is holding someone in your arms and knowing you hold the whole world.|Orhan Pamuk
Behind every exquisite thing that existed, there was something tragic.|Oscar Wilde
Don't compromise yourself - you're all you have.|John Grisham
silence is the language of god, all else is poor translation.|Rumi
If you think you are too small to make a difference, try sleeping with a mosquito.|Dalai Lama XIV
I drink to make other people more interesting.|Hemingway, Ernest
Scared is what you're feeling. Brave is what you're doing.|Emma Donoghue
A house without books is like a room without windows.|Horace Mann
We can know only that we know nothing. And that is the highest degree of human wisdom.|Leo Tolstoy
Don't spend time beating on a wall, hoping to transform it into a door. |Coco Chanel
Talk sense to a fool and he calls you foolish.|Euripides
A word after a word after a word is power.|Margaret Atwood
Give her hell from us, Peeves.|J.K. Rowling
That which can be asserted without evidence, can be dismissed without evidence.|Christopher Hitchens
Try a little harder to be a little better.|Gordon B. Hinckley
Who, being loved, is poor?|Oscar Wilde
Even strength must bow to wisdom sometimes.|Rick Riordan
Time doesnâ€™t heal emotional pain, you need to learn how to let go.|Roy T. Bennett
The mind once enlightened cannot again become dark.|Thomas Paine
Those who know do not speak. Those who speak do not know.|Lao Tsu
I wrote the story myself. It's about a girl who lost her reputation and never missed it.|Mae West
Reading brings us unknown friends|Honore de Balzac
If you want to keep a secret, you must also hide it from yourself.|George Orwell
You're an idiot.I've never claimed to be otherwise.|Cassandra Clare
When people talk, listen completely. Most people never listen.|Ernest Hemingway
This is the way the world endsNot with a bang but a whimper.|T.S. Eliot
My soul will find yours.|Jude Deveraux
May the odds be ever in your favor!|Suzanne Collins
How nice -- to feel nothing, and still get full credit for being alive.|Kurt Vonnegut
I always channel my emotions into my work. That way, I don't hurt anyone but myself.|Suzanne Collins
By the pricking of my thumbs, Something wicked this way comes.|William Shakespeare
Ask not what you can do for your country. Ask whatâ€™s for lunch.|Orson Welles
No one has ever become poor by giving.|Anne Frank
Of all the words of mice and men, the saddest are, It might have been.|Kurt Vonnegut
Time is the longest distance between two places.|Tennessee Williams
Forgive, O Lord, my little jokes on TheeAnd I'll forgive Thy great big one on me.|Robert Frost
Do not be afraid; our fateCannot be taken from us; it is a gift.|Dante Alighieri
I meant what I said and I said what I meant. An elephant's faithful one-hundred percent!|Dr. Seuss
To shine your brightest light is to be who you truly are.|Roy T. Bennett
That's what careless words do. They make people love you a little less.|Arundhati Roy
Animals are my friends...and I don't eat my friends.|George Bernard Shaw
Crying is for plain women. Pretty women go shopping.|Oscar Wilde
What do we live for, if it is not to make life less difficult for each other?|George Eliot
Ah, music, he said, wiping his eyes. A magic beyond all we do here!|J.K. Rowling
Art washes away from the soul the dust of everyday life.|Pablo Picasso
Knowing too much of your future is never a good thing.|Rick Riordan
Be thankful for everything that happens in your life; itâ€™s all an experience.|Roy T. Bennett
They say time heals all wounds, but that presumes the source of the grief is finite|Cassandra Clare
I have the simplest tastes. I am always satisfied with the best.|Oscar Wilde
Sell your cleverness and buy bewilderment.|Rumi
The scar had not pained Harry for nineteen years. All was well.|J.K. Rowling
Ever has it been that love knows not its own depth until the hour of separation.|Kahlil Gibran
Come sleep with me: We won't make Love, Love will make us.|Julio CortÃ¡zar
The heart has its reasons which reason knows not.|Blaise Pascal
The longer and more carefully we look at a funny story, the sadder it becomes.|Nikolai V. Gogol
Courage is found in unlikely places.|J.R.R. Tolkien
If you look the right way, you can see that the whole world is a garden.|Frances Hodgson Burnett
Tears are words that need to be written.|Paulo Coelho
Adults are just obsolete children and the hell with them.|Dr. Seuss
I must learn to be content with being happier than I deserve.|Jane Austen
Tis the privilege of friendship to talk nonsense, and to have her nonsense respected.|Charles Lamb
Always go to other people's funerals, otherwise they won't come to yours.|Yogi Berra
You know how they say you only hurt the ones you love? Well, it works both ways.|Chuck Palahniuk
It's not always necessary to be strong, but to feel strong.|Jon Krakauer
What do you want?Just coffee. Black - like my soul.|Cassandra Clare
If we couldn't laugh we would all go insane.|Robert Frost
Sometimes you have to lose all you have to find out who you truly are.|Roy T. Bennett
We are the music makers, and we are the dreamers of dreams.|Arthur William Edgar O'Shaughnessy
Is it possible for home to be a person and not a place?|Stephanie Perkins
Don't let the bastards grind you down.|Margaret Atwood
A word to the wise ain't necessary, it's the stupid ones who need advice.|Bill Cosby
I don't think of all the misery, but of the beauty that still remains.|Anne Frank
I like flaws. I think they make things interesting.|Sarah Dessen
I must have loved you a lot.|Suzanne Collins
It's not the size of the dog in the fight, it's the size of the fight in the dog.|Mark Twain
One wordFrees us of all the weight and pain of life:That word is love.|Sophocles
Thinking something does not make it true. Wanting something does not make it real.|Michelle Hodkin
You know, Hobbes, some days even my lucky rocket ship underpants don't help.|Bill Watterson
We're staying together, he promised. You're not getting away from me. Never again.|Rick Riordan
True love is usually the most inconvenient kind.|Kiera Cass
When I was your age, television was called books.|William Goldman
There are two means of refuge from the misery of life â€” music and cats.|Albert Schweitzer
When one tugs at a single thing in nature, he finds it attached to the rest of the world.|John Muir
You can make anything by writing.|C.S. Lewis
There are only the pursued, the pursuing, the busy and the tired.|F. Scott Fitzgerald
Trust your heart if the seas catch fire, live by love though the stars walk backward.|E.E. Cummings
Black holes are where God divided by zero.|Albert Einstein
Life is not a matter of holding good cards, but of playing a poor hand well.|Robert Louis Stevenson
Behind every beautiful thing, there's some kind of pain.|Bob Dylan
When I saw you I fell in love, and you smiled because you knew.|Arrigo Boito
Books have to be heavy because the whole world's inside them.|Cornelia Funke
A woman's heart should be so hidden in God that a man has to seek Him just to find her.|Maya Angelou
Some people have a way with words, and other people...oh, uh, not have way.|Steve Martin
It ain't what they call you, it's what you answer to.|W.C. Fields
It's hard to enjoy practical jokes when your whole life feels like one.|Rick Riordan
I've lived through some terrible things in my life, some of which actually happened.|Mark Twain
The best way to find yourself is to lose yourself in the service of others.|Mahatma Gandhi
There is a crack in everything.That's how the light gets in.|Leonard Cohen
Stories can conquer fear, you know. They can make the heart bigger.|Ben Okri
Forbidden to remember, terrified to forget; it was a hard line to walk.|Stephenie Meyer
The emotion that can break your heart is sometimes the very one that heals it...|Nicholas Sparks
Don't give in to your fears. If you do, you won't be able to talk to your heart.|Paulo Coelho
You are not rich until you have a rich heart.|Roy T. Bennett
When we don't know who to hate, we hate ourselves.|Chuck Palahniuk
The more one judges, the less one loves.|HonorÃ© de Balzac
Better a cruel truth than a comfortable delusion.|Edward Abbey
I must be a mermaid, Rango. I have no fear of depths and a great fear of shallow living.|Anais Nin
A smile is a curve that sets everything straight.|Phyllis Diller
Remember me and smile, for it's better to forget than to remember me and cry.|Dr. Seuss
One person's craziness is another person's reality.|Tim Burton
I kept always two books in my pocket, one to read, one to write in.|Robert Louis Stevenson
May it be a light to you in dark places, when all other lights go out.|J.R.R. Tolkien
They always say time changes things, but you actually have to change them yourself.|Andy Warhol
Anxiety is the dizziness of freedom.|SÃ¸ren Kierkegaard 
I always arrive late at the office, but I make up for it by leaving early.|Charles Lamb
If you're too open-minded; your brains will fall out.|Lawrence Ferlinghetti
Kind words can be short and easy to speak, but their echoes are truly endless.|Mother Teresa
My rapier wit hides my inner pain.|Cassandra Clare
I say let the world go to hell, but I should always have my tea.|Fyodor Dostoevsky
Better to die fighting for freedom then be a prisoner all the days of your life.|Bob Marley
I'd rather die my way than live yours.|Lauren Oliver
Try to be a rainbow in someone's cloud.|Maya Angelou
Where words leave off, music begins.|Heinrich Heine
I could die for you. But I couldn't, and wouldn't, live for you.|Ayn Rand
The only thing necessary for the triumph of evil is for good men to do nothing.|Edmund Burke
If you have enough book space, I don't want to talk to you.|Terry Pratchett
Education: the path from cocky ignorance to miserable uncertainty.|Mark Twain
The truth will set you free. But not until it is finished with you.|David Foster Wallace
The only real prison is fear, and the only real freedom is freedom from fear|Aung San Suu Kyi
It's the job that's never started as takes longest to finish.|J.R.R. Tolkien
I am not proud, but I am happy; and happiness blinds, I think, more than pride.|Alexandre Dumas
There's nowhere you can be that isn't where you're meant to be...|John Lennon
Everything must be made as simple as possible. But not simpler.|Albert Einstein
Freeing yourself was one thing, claiming ownership of that freed self was another.|Toni Morrison
Between two evils, I always pick the one I never tried before.|Mae West
Curiouser and curiouser!|Lewis Carroll
Your silence will not protect you.|Audre Lorde
The past is always tense, the future perfect.|Zadie Smith
Atticus, he was real nice.Most people are, Scout, when you finally see them.|Harper Lee
The Very first moment I beheld him, my heart was irrevocably gone.|Jane Austen
The last enemy that shall be destroyed is death.|J.K. Rowling
To err is human, to forgive, divine.|Alexander Pope
I'd rather be hated for who I am, than loved for who I am not.|Kurt Cobain
No one ever told me that grief felt so like fear.|C.S. Lewis
All I have seen teaches me to trust the Creator for all I have not seen.|Ralph Waldo Emerson
I don't know who invented high heels, but all women owe him a lot!|Marilyn Monroe
Second star to the right and straight on 'til morning. |J.M. Barrie
When will you learn that there isn't a word for everything?|Nicole Krauss
Evil is always possible. And goodness is eternally difficult.|Anne Rice
Blessed are the hearts that can bend; they shall never be broken.|Albert Camus
Man only likes to count his troubles; he doesn't calculate his happiness.|Fyodor Dostoevsky
I'm killing time while I wait for life to shower me with meaning and happiness.|Bill Watterson
The best way to cheer yourself is to try to cheer someone else up.|Mark Twain
Educating the mind without educating the heart is no education at all.|Aristotle
The price good men pay for indifference to public affairs is to be ruled by evil men.|Plato
Once you have read a book you care about, some part of it is always with you.|Louis L'Amour
Those who can make you believe absurdities, can make you commit atrocities.|Voltaire
Maybe our girlfriends are our soulmates and guys are just people to have fun with.|Candace Bushnell
The earth has its music for those who will listen|Reginald Vincent Holmes
A man who dares to waste one hour of time has not discovered the value of life.|Charles Darwin
All happiness depends on courage and work.|HonorÃ© de Balzac
The supreme art of war is to subdue the enemy without fighting.|Sun Tzu
I have nothing to declare except my genius.|Oscar Wilde
The earth laughs in flowers.|Ralph Waldo Emerson
You only live twice:Once when you are bornAnd once when you look death in the face|Ian Fleming
I don't go out with strangers, I said.Good thing I do. I'll pick you up at five.|Becca Fitzpatrick
We are each our own devil, and we make this world our hell.|Oscar Wilde
Wanting to be someone else is a waste of the person you are.|Marilyn Monroe
The future depends on what you do today.|Mahatma Gandhi
Trees that are slow to grow bear the best fruit.|Moliere
The only truth is music.|Jack Kerouac
If you never did you should. These things are fun and fun is good.|Dr. Seuss
Intelligence plus character-that is the goal of true education.|Martin Luther King Jr
Only a generation of readers will spawn a generation of writers.|Steven Spielberg
You care so much you feel as though you will bleed to death with the pain of it.|J.K. Rowling
Books are no more threatened by Kindle than stairs by elevators.|Stephen Fry
The question is not what you look at, but what you see.|Henry David Thoreau
Don't cry over someone who wouldn't cry over you.|Lauren Conrad
You can only be young once. But you can always be immature.|Pat  Monahan
The things you used to own, now they own you.|Chuck Palahniuk
If you want to get laid, go to college. If you want an education, go to the library.|Frank Zappa
Hope is a waking dream.|Aristotle
The good thing about science is that it's true whether or not you believe in it.|Neil deGrasse Tyson
Those who cannot change their minds cannot change anything.|George Bernard Shaw
Literature is a textually transmitted disease, normally contracted in childhood.|Jane Yolen
If no one cares for you at all, do you even really exist?|Cassandra Clare
Heard melodies are sweet, but those unheard, are sweeter|John Keats
Sometimes love means letting go when you want to hold on tighter.|Melissa Marr
A man's face is his autobiography. A woman's face is her work of fiction.|Oscar Wilde
Always be a poet, even in prose.|Charles Baudelaire
The past is never where you think you left it.|Katherine Anne Porter
Fashion is a form of ugliness so intolerable that we have to alter it every six months.|Oscar Wilde
I don't mind making jokes, but I don't want to look like one.|Marilyn Monroe
I'm happy. Which often looks like crazy.|David Henry Hwang
Most men would rather deny a hard truth than face it.|George R.R. Martin
Men go to far greater lengths to avoid what they fear than to obtain what they desire.|Dan Brown
Life is either a daring adventure or nothing at all.|Helen Keller
Freedom lies in being bold.|Robert Frost
A paranoid is someone who knows a little of what's going on. |William S. Burroughs
If you have the words, there's always a chance that you'll find the way.|Seamus Heaney
With enough courage, you can do without a reputation.|Margaret Mitchell
Name the greatest of all inventors. Accident.|Mark Twain
Keep your face always toward the sunshine - and shadows will fall behind you.|Walt Whitman
All our dreams can come true, if we have the courage to pursue them.|Walt Disney
Nothing takes the taste out of peanut butter quite like unrequited love.|Charles M. Schulz
You can't wait for inspiration. You have to go after it with a club.|Jack London
I decided it is better to scream. Silence is the real crime against humanity.|Nadezhda Mandelstam
Autumn is a second spring when every leaf is a flower.|Albert Camus
Is man merely a mistake of God's? Or God merely a mistake of man?|Friedrich Nietzsche
Shoot for the moon. Even if you miss, you'll land among the stars.|Norman Vincent Peale
